시도명,시군구명,시설구분,시설명,상세주소,시설면적,주거능력,관리부서,지자체담당자연락처,경도,위도
서울특별시,동대문구,관공서,답십리2동주민센터,서울특별시 동대문구 한천로11길 18(답십리동),239,91,박봉녀,2171-6242,127.0613233,37.56741603
서울특별시,동대문구,학교,장평중학교,서울특별시 동대문구 답십리로72길 158(장안동),665,255,김유진,,127.0707034,37.56663485
서울특별시,동대문구,학교,안평초등학교,서울특별시 동대문구 장한로14길 61(장안동),558,214,이용수,,127.07130472,37.56576417
서울특별시,동대문구,학교,장평초등학교,서울특별시 동대문구 답십리로69길 27(장안동),1462,562,위대환,,127.07326256,37.57380874
강원도,동해시,학교,천곡초등학교 ,강원도 동해시 동굴로 33(천곡동),2279,876,학교장,033-530-6710,129.10775864,37.51793433
강원도,동해시,학교,중앙초등학교,강원도 동해시 천곡로 35(천곡동),2242,862,학교장,033-530-8993,129.10915738,37.52545762
강원도,동해시,경로당,항골경로당,강원도 동해시 항골길 21(천곡동),136,52,경로당회장,033-535-5506,129.10474312,37.52417269
강원도,동해시,"연수,숙박",아이체크현진호텔,강원도 동해시 한섬로 133-9 (천곡동),165,20,,,129.11741541,37.52286603
강원도,동해시,학교,남호초등학교,강원도 동해시 평원로 120(평릉동),1002,385,학교장,033-530-7871,129.11268366,37.5343461
강원도,동해시,경로당,평릉경로당,강원도 동해시 평릉길 48(평릉동),148,56,경로당회장,033-531-6560,129.10088677,37.53029256
강원도,동해시,학교,송정초등학교,강원도 동해시 동해역길 25(송정동),135,51,학교장,033-521-6533,129.12268194,37.49538084
강원도,동해시,"연수,숙박",프린스여관,강원도 동해시 송정로 15(송정동),165,20,,,129.11866035,37.50565243
서울특별시,중랑구,기타시설,동궁장(민간숙박시설),서울특별시 중랑구 송림길 8(신내동),2500,20,,,127.09563025,37.59965053
서울특별시,성북구,학교,성북초등학교,서울특별시 성북구 성북로 102-10 (성북동),3521,1354,이춘희,02-747-7937,126.99831557,37.59363573
서울특별시,성북구,학교,성북초등학교,서울특별시 성북구 성북로 102-10 (성북동),1295,498,이춘희,02-747-7937,126.99799123,37.59365574
서울특별시,중랑구,기타시설,신내경로복지센터,서울특별시 중랑구 망우로65길 20(신내동),156,60,김종섭,010-8841-3194,127.09975827,37.60123642
서울특별시,중랑구,학교,봉화초등학교,서울특별시 중랑구 신내로15길 110(신내동),540,163,안순아,010-8910-7362,127.09217358,37.61334767
서울특별시,중랑구,관공서,중랑구청,서울특별시 중랑구 봉화산로 179(신내동),2000,769,박승열,02-2094-0324,127.09261125,37.60669866
서울특별시,중랑구,관공서,신내1동 주민센터,서울특별시 중랑구 용마산로129나길 35(신내동),486,187,,,127.099506,37.605852
서울특별시,중랑구,관공서,신내2동 주민센터,서울특별시 중랑구 봉화산로 190(신내동),281,108,,,127.094109,37.606347
서울특별시,중랑구,교회,꿈의교회,서울특별시 중랑구 봉화산로56길 14(신내동),740,280,우광혁,010-9187-9191,127.09963867,37.60784365
서울특별시,중랑구,기타시설,원광장애인종합복지관,서울특별시 중랑구 신내로 56(신내동),286,110,최성일,010-2334-9023,127.09604881,37.60410549
서울특별시,중랑구,기타시설,유린원광종합사회복지관,서울특별시 중랑구 신내로 56(신내동),569,218,오용근,010-7554-8563,127.09595472,37.60435316
서울특별시,중랑구,기타시설,신내노인요양원,서울특별시 중랑구 신내로 194(신내동),475,182,김태우,010-9903-6903,127.09495114,37.61620759
서울특별시,중랑구,기타시설,서울시립대종합사회복지관,"서울특별시 중랑구 신내로 115(신내동, 신내10단지신내아파트)",202,50,이준주,010-4365-1005,127.09446776,37.60936043
서울특별시,중랑구,기타시설,시립중랑청소년센터,서울특별시 중랑구 용마산로 217(면목동),330,126,박노성,010-9278-4905,127.0859072,37.57323639
서울특별시,중랑구,기타시설,시립중랑노인종합복지관,서울특별시 중랑구 겸재로9길 45(면목동),2531,1500,김효정,010-23936729,127.07790056,37.58844142
강원도,동해시,기타시설,귀빈장,강원도 동해시 부곡복개로 15(부곡동),152,40,,,129.10409915,37.53769708
강원도,동해시,"연수,숙박",청원장여관,강원도 동해시 부곡복개로 16-3 (부곡동),165,20,,,129.10389299,37.53714023
강원도,동해시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",동해시청소년수련관,강원도 동해시 승지로 315(부곡동),3592,500,장재소,033-535-2797,129.07,37.537
강원도,동해시,학교,동해상업고등학교 ,강원도 동해시 느릅재길 65(발한동),1659,638,학교장,033-520-2666,129.09400937,37.54342868
강원도,동해시,학교,묵호초등학교 ,강원도 동해시 발한천길 30(발한동),1030,396,학교장,033-539-1521,129.1019346,37.5524341
강원도,동해시,학교,동호초등학교,강원도 동해시 발한로 123(발한동),991,381,학교장,033-530-7404,129.10006318,37.54445657
강원도,동해시,학교,묵호중학교,강원도 동해시 향로3길 42(발한동),1513,581,학교장,033-535-0550,129.1052133,37.54433978
강원도,동해시,학교,동해중학교,강원도 동해시 느릅재길 37(발한동),1069,411,학교장,033-535-2615,129.09658855,37.54375171
강원도,동해시,학교,하랑중학교,강원도 동해시 발한로 347(발한동),1017,391,학교장,033-530-7613,129.10217225,37.56035692
강원도,동해시,경로당,발한경로당,강원도 동해시 일출로 14-1 (발한동),94,36,경로당회장,033-533-2984,129.10984228,37.55033429
서울특별시,성북구,관공서,성북동주민센터,서울특별시 성북구 성북로 37(성북동1가),330,127,성북동장,02-2241-5000,127.00324305,37.59110399
서울특별시,성북구,학교,개운중학교,서울특별시 성북구 북악산로 935(돈암동),13029,5011,설영일,02-3291-5492,127.02485039,37.59460393
서울특별시,성북구,교회,영암교회,서울특별시 성북구 정릉로 402-12 (돈암동),1923,740,김성기,02-924-8612,127.0271935,37.60359051
서울특별시,성북구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",성북구민회관,서울특별시 성북구 성북로4길 177(돈암동),256,98,성북구청,926-5671,127.00847131,37.59524341
강원도,동해시,경로당,승지경로당,강원도 동해시 승지로 266(부곡동),85,32,경로당회장,033-532-6538,129.07523413,37.53940602
강원도,동해시,경로당,분토경로당,강원도 동해시 지양길 116-1 (지흥동),76,29,경로당회장,033-521-7761,129.09795925,37.49851645
강원도,동해시,"연수,숙박",호텔이스트,강원도 동해시 동해대로 5031-1 (효가동),165,20,,,129.10964539,37.49511035
강원도,동해시,경로당,벽오경로당,강원도 동해시 강원남부로 4707(단봉동),346,133,경로당회장,033-521-9201,129.11532712,37.47077999
강원도,동해시,경로당,봉정경로당,강원도 동해시 봉정2길 7-2 (단봉동),103,39,경로당회장,033-521-2250,129.12390799,37.47453555
강원도,동해시,경로당,지상경로당,강원도 동해시 지가길 168(지가동),53,20,경로당회장,033-521-3840,129.1221344,37.48190227
강원도,동해시,경로당,가원경로당,강원도 동해시 지가길 106(지가동),86,33,경로당회장,033-521-2842,129.10858589,37.47186449
강원도,동해시,경로당,배골경로당,강원도 동해시 전천로 152(이도동),165,63,경로당회장,033-521-9751,129.11019846,37.48028718
강원도,동해시,경로당,섬안경로당,강원도 동해시 이원길 73-7 (이도동),87,33,경로당회장,033-521-9552,129.09943704,37.48074089
강원도,동해시,경로당,이도경로당,강원도 동해시 전천로 116(이도동),66,25,경로당회장,033-521-0678,129.10640385,37.48000524
강원도,동해시,경로당,귀운경로당,강원도 동해시 귀운길 28(귀운동),94,36,경로당회장,033-521-8001,129.12083487,37.48086191
강원도,동해시,경로당,대구경로당,강원도 동해시 대호길 43(대구동),202,77,경로당회장,033-521-6260,129.13777192,37.46754112
강원도,동해시,경로당,운곡경로당,강원도 동해시 대동로 21-25 (대구동),35,13,경로당회장,033-521-4656,129.13132543,37.47479566
강원도,동해시,경로당,호현경로당,강원도 동해시 범고개길 49(호현동),92,35,경로당회장,033-522-4630,129.12929333,37.46687099
강원도,동해시,학교,창호초등학교,강원도 동해시 해맞이길 183(묵호진동),380,146,학교장,033-535-7714,129.10820009,37.5592655
강원도,동해시,경로당,묵호경로당,강원도 동해시 묵호시장길 27(묵호진동),187,71,경로당회장,033-531-3156,129.11515501,37.55277204
강원도,동해시,경로당,등대경로당,강원도 동해시 해맞이길 267(묵호진동),82,31,경로당회장,033-532-4070,129.117072,37.55679205
강원도,동해시,경로당,산제골경로당,강원도 동해시 해맞이길 175(묵호진동),112,43,경로당회장,033-531-8482,129.10922639,37.55791073
강원도,동해시,"연수,숙박",청송펜션,강원도 동해시 일출로 69(묵호진동),165,20,,,129.11527077,37.55236435
강원도,동해시,학교,북평중학교 ,강원도 동해시 용정로 40-7 (용정동),442,170,학교장,033-521-1290,129.11600098,37.49832262
강원도,동해시,학교,동해초등학교,강원도 동해시 봉오주택길 22(용정동),2163,831,학교장,033-530-7990,129.12117915,37.51150288
강원도,동해시,경로당,봉오경로당,강원도 동해시 봉오주택길 20-3 (용정동),103,39,경로당회장,033-533-8868,129.12077401,37.51077658
강원도,동해시,경로당,노봉경로당,강원도 동해시 노봉안길 7(망상동),163,62,경로당회장,033-534-8144,129.10172776,37.58445818
강원도,동해시,기타시설,산림조합중앙회목재유통센타동해,강원도 동해시 동해대로 6100(망상동),1417,545,이종헌,033-530-4114,129.10079637,37.58167226
강원도,동해시,"연수,숙박",초콜릿모텔,강원도 동해시 동해대로 6199-30 (망상동),542,60,,,129.09545438,37.58657401
강원도,동해시,"연수,숙박",민간숙박시설,강원도 동해시 동해대로 6285(망상동),27541,100,,,129.08695639,37.59243742
강원도,동해시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",국가철도수련원,강원도 동해시 동해대로 6170(망상동),1008,112,,,129.09855721,37.58682281
강원도,동해시,경로당,초구경로당,강원도 동해시 초구길 30(초구동),175,67,경로당회장,033-534-3839,129.08770364,37.57436463
강원도,동해시,경로당,괴란경로당,강원도 동해시 괴란길 50(괴란동),129,49,경로당회장,033-534-3979,129.0701155,37.57143765
강원도,동해시,경로당,만우경로당,강원도 동해시 마상천길 308(만우동),124,47,경로당회장,033-534-3482,129.0719904,37.55840242
강원도,동해시,경로당,신흥경로당,강원도 동해시 서동로 825-1 (신흥동),329,126,경로당회장,033-521-1438,129.02089115,37.51955417
강원도,태백시,학교,황지중학교,강원도 태백시 문화로 16(황지동),966,371,권혁훈,033-550-5111,128.98796984,37.16654983
강원도,태백시,학교,황지초등학교,강원도 태백시 황지로 63(황지동),1330,511,행정실장,033-550-1595,128.99032791,37.16384898
강원도,태백시,학교,상장중학교,강원도 태백시 태백로 1221(황지동),172,66,행정실장,033-550-6610,128.99257209,37.15013126
강원도,태백시,학교,태서초등학교,강원도 태백시 태백로 802(황지동),618,237,행정실장,033-550-9381,128.98257992,37.18022341
강원도,태백시,학교,함태중학교,강원도 태백시 번영로 11(황지동),465,178,행정실장,033-550-1160,128.98429084,37.14556637
강원도,태백시,학교,황지중앙초등학교,강원도 태백시 태백로 810(황지동),603,231,행정실장,033-553-6757,128.98404604,37.18002681
강원도,태백시,학교,상장초등학교,강원도 태백시 태백로 1223(황지동),559,215,행정실장,033-550-8805,128.99282205,37.14903355
강원도,태백시,학교,세연중학교,강원도 태백시 연지로33번길 26(황지동),1258,483,행정실장(김극철),033-550-9212,128.98915531,37.17836361
강원도,태백시,마을회관,새마을복지회관,강원도 태백시 태백로 1172(황지동),506,194,태백시청,,128.99063668,37.15374852
강원도,태백시,경로당,삼익경로당,강원도 태백시 먹거리2길 21(황지동),40,15,윤월연,033-553-5527,128.98548754,37.1759907
강원도,태백시,경로당,상장중앙경로당,강원도 태백시 서학1길 78-7 (황지동),91,35,김수암,033-552-7823,128.9840228,37.15492258
강원도,태백시,경로당,모란경로당,강원도 태백시 오투로 149-1 (황지동),75,28,이운호,033-552-8469,128.97186776,37.17188956
강원도,동해시,경로당,골말경로당,강원도 동해시 동호로 33(발한동),83,31,경로당 회장,033-533-8669,129.09850858,37.54445731
강원도,동해시,경로당,사문경로당,강원도 동해시 해안로 619(발한동),94,36,경로당회장,033-533-3255,129.10328176,37.55535971
강원도,동해시,경로당,향로경로당,강원도 동해시 향로복개로 37(발한동),199,76,경로당회장,033-532-3649,129.10486889,37.54227059
경상남도,산청군,경로당,법서마을경로당,경상남도 산청군 신등면 황매산로 191,66,25,마을이장,010-9476-5534,128.00476375,35.41202463
경상남도,함양군,학교,함양초등학교,경상남도 함양군 함양읍 고운로 43,818,314,학교장,055-963-3722,127.72641209,35.52120501
경상남도,함안군,학교,대산초등학교,경상남도 함안군 대산면 대산중앙3길 8,846,325,대산초등학교장,055-580-5348,128.431312,35.35126706
경상남도,함안군,마을회관,연산회관,경상남도 함안군 대산면 구암2길 140,80,30,연산이장,010-3886-7817,128.43560331,35.37164858
경상남도,함안군,학교,가야초등학교,경상남도 함안군 가야읍 충무길 54,720,276,가야초등학교장,055-583-2395,128.40279428,35.27813606
대구광역시,달성군,학교,소프트웨어고등학교,대구광역시 달성군 구지면 창리로11길 93,1767,453,안병규,053-231-9214,128.41198348,35.66265899
강원도,태백시,경로당,상장남부경로당,강원도 태백시 상장남길 40-9 (황지동),76,29,최재춘,033-553-4088,128.98929398,37.14731069
강원도,태백시,경로당,연지경로당,강원도 태백시 중앙남2길 10(황지동),77,29,박홍재,033-552-4780,128.99178225,37.17012266
강원도,태백시,경로당,황연경로당,강원도 태백시 태서1길 50(황지동),87,33,박순도,033-552-4151,128.98416076,37.17938156
강원도,태백시,경로당,절골경로당,강원도 태백시 절골1길 26-1 (황지동),69,26,박남식,033-553-2655,128.97955684,37.17615422
강원도,태백시,경로당,황지경로당,강원도 태백시 고원로 183-7 (황지동),59,22,강재봉,033-552-0369,128.98920746,37.17062646
강원도,태백시,경로당,고운정경로당,강원도 태백시 강원남부로 17(황지동),65,25,김용갑,033-552-5011,128.99545374,37.17523298
강원도,태백시,경로당,엄목경로당,강원도 태백시 엄나무정2길 8-6 (황지동),64,24,임필하,033-553-9313,128.98074938,37.17998386
강원도,태백시,경로당,상장문학경로당,강원도 태백시 함태1길 67-6 (황지동),84,32,김석주,010-8790-6899,128.98437284,37.1447344
강원도,태백시,경로당,황지송죽경로당,강원도 태백시 황지북2길 31-6 (황지동),119,45,최동관,01033467979,128.99077937,37.17510464
강원도,태백시,관공서,황연동주민센터,강원도 태백시 광장로 31(황지동),367,141,황연동주무담당,033-552-1371,128.9867531,37.17866755
강원도,태백시,관공서,상장동주민센터,강원도 태백시 태백로 1182(황지동),514,197,상장동주무담당,033-552-1373,128.99069041,37.15319322
강원도,태백시,관공서,황지동주민센터,강원도 태백시 황지로 133(황지동),362,139,황지동주무담당,033-552-1370,128.99175674,37.17077855
강원도,태백시,관공서,태백국민체육센터,강원도 태백시 번영로 220(황지동),1284,493,스포츠레저담당,033-550-2192,128.98510194,37.16272949
강원도,태백시,기타시설,태백시노인회관,강원도 태백시 광장로 45(황지동),455,175,김동수,033-552-4709,128.98784647,37.17961456
강원도,태백시,학교,태백초등학교,강원도 태백시 태백로 1811(장성동),528,203,행정실장,033-581-3756,129.00482706,37.10771254
강원도,태백시,학교,태백중학교,강원도 태백시 하장성1길 10(장성동),893,343,행정실장,033-580-8420,129.02112267,37.10350245
강원도,태백시,학교,삼성초등학교,강원도 태백시 평화길 44(장성동),458,176,행정실장,033-581-6856,129.02363679,37.09763707
강원도,태백시,학교,태백기계공업고등학교,강원도 태백시 평화길 8-24 (장성동),1331,511,행정실장,033-580-5900,129.02083974,37.09897453
강원도,태백시,학교,장성초등학교 ,강원도 태백시 보드미길 26(장성동),899,345,행정실장,033-580-0522,129.00631726,37.10249565
경상남도,함양군,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",함양국민체육센터,경상남도 함양군 함양읍 삼휴길 60-40 ,840,323,,,127.71410744,35.51759868
경상남도,함양군,마을회관,인당마을회관,경상남도 함양군 함양읍 한들로 55,747,287,최길현,055-962-3430,127.72765596,35.51271981
경상남도,함양군,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",함양군장애인복지센터,경상남도 함양군 함양읍 거면강변길 25,543,208,이상진,055-963-8997,127.72674652,35.50869984
경상남도,함양군,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",함양군복지회,경상남도 함양군 함양읍 이은농공길 3-9 ,803,308,이상진,055-963-8951,127.72521302,35.51166846
경상남도,함양군,기타시설,천령유치원,경상남도 함양군 함양읍 함양로 911,1007,387,원장,055-964-1581,127.71692896,35.50311825
경상남도,함양군,마을회관,상죽마을회관,경상남도 함양군 함양읍 삼봉산길 17,2264,870,이치우,055-963-7242,127.65610505,35.47241065
경상남도,함양군,관공서,마천면사무소,경상남도 함양군 마천면 당흥길 15,298,114,면장,055-960-5420,127.66304982,35.39681831
경상남도,함양군,마을회관,군자마을회관,경상남도 함양군 마천면 군자앞길 4,56,21,전일생,011-9916-1544,127.65457626,35.39697132
경상남도,함양군,마을회관,도마마을회관,경상남도 함양군 마천면 도마앞길 69,79,30,한우식,055-962-6504,127.64957544,35.39913487
경상남도,함양군,학교,마천중학교 강당,경상남도 함양군 마천면 마천삼정로 108,530,203,학교장,055-963-5434,127.65923866,35.38711202
경상남도,함양군,학교,마천초등학교,경상남도 함양군 마천면 마천삼정로 126,97,37,학교장,055-962-5421,127.65896141,35.38627128
경상남도,함양군,마을회관,교동마을회관,경상남도 함양군 안의면 교동길 33,240,92,김창안,055-962-0669,127.80780671,35.63585895
경상남도,함양군,마을회관,방정마을회관,경상남도 함양군 안의면 고정길 3,64,24,한태종,055-962-0707,127.78484358,35.62837865
경상남도,함양군,학교,서하초등학교 강당,경상남도 함양군 서하면 육십령로 2117,886,340,,,127.69823863,35.6492536
경상남도,함양군,마을회관,금호마을회관,경상남도 함양군 수동면 금호길 17-10 ,186,71,김요환,055-962-0482,127.80000163,35.61125736
경상남도,함양군,학교,지곡초등학교,경상남도 함양군 지곡면 개평길 12,12479,4799,학교장,055-962-7014,127.77154673,35.56579342
경상남도,함양군,마을회관,개평마을회관,경상남도 함양군 지곡면 개평길 35-9 ,131,50,도을주,055-962-7200,127.76913334,35.56428016
경상남도,함양군,관공서,지곡면사무소,경상남도 함양군 지곡면 함양로 1882,400,153,,,127.77411434,35.56616906
경상남도,함양군,마을회관,공배마을회관,경상남도 함양군 지곡면 공배길 81,218,83,강신대,055-962-4883,127.76959631,35.54255951
경상남도,고성군,경로당,대흥경로당,경상남도 고성군 대가면 대가로 447,229,88,행복나눔과장,055-670-5255,128.29789613,35.01509315
경상남도,고성군,관공서,대가면사무소,경상남도 고성군 대가면 대가로 471,264,101,대가면장,055-670-5255,128.29855746,35.01735851
경상남도,고성군,기타시설,대가면다목적복지회관,경상남도 고성군 대가면 유흥갈천길 33,1110,426,대가면장,055-670-5254,128.29748002,35.01920098
경상남도,고성군,학교,영현초등학교,경상남도 고성군 영현면 대가로 1675-20 ,101,30,영현초등학교장,055-672-4769,128.2048142,35.05398385
경상남도,고성군,경로당,침천1경로당,경상남도 고성군 영현면 침점1길 15-9 ,94,36,,055-670-5304,128.20578702,35.05971684
경상남도,고성군,관공서,영현면사무소,경상남도 고성군 영현면 대가로 1681,126,48,영현면장,055-670-5305,128.20541132,35.05405208
경상남도,고성군,학교,영오초등학교,경상남도 고성군 영오면 영회로 325,544,209,영오초등학교장,055-673-8498,128.21669143,35.10560931
경상남도,고성군,학교,영천중학교,경상남도 고성군 영오면 영회로 511,911,350,영천중학교장,055-672-9006,128.23609503,35.10872921
경상남도,고성군,경로당,영오경로당,경상남도 고성군 영오면 문산로 3,126,48,행복나눔과장,055-670-5391,128.23790379,35.10889071
경상남도,고성군,관공서,영오면사무소,경상남도 고성군 영오면 영회로 527-5 ,210,80,영오면장,055-670-5355,128.23780901,35.10877602
경상남도,고성군,경로당,하명경로당,경상남도 고성군 개천면 명성1길 15,110,42,행복나눔과장,055-670-5405,128.25975724,35.09881059
경상남도,고성군,학교,구만초등학교,경상남도 고성군 구만면 영회로 1763,97,24,이상학,055-672-1032,128.33541989,35.08814714
경상남도,고성군,경로당,구만경로당,경상남도 고성군 구만면 영회로 1751,144,55,,,128.33532492,35.08935161
경상남도,고성군,관공서,구만면사무소,경상남도 고성군 구만면 영회로 1765,200,76,구만면장,055-670-5454,128.33494606,35.08800377
경상남도,고성군,학교,회화초등학교,경상남도 고성군 회화면 배둔로 95,738,283,회화초등학교장,055-673-2034,128.37366182,35.06172555
경상남도,고성군,학교,회화중학교,경상남도 고성군 회화면 배둔서길 42-35 ,587,225,회화중학교장,055-673-2138,128.36265323,35.05620804
경상남도,고성군,경로당,관인경로당,경상남도 고성군 회화면 관인로 61,145,55,행복나눔과장,010-4845-3014,128.37258439,35.05983958
경상남도,고성군,관공서,회화면사무소,경상남도 고성군 회화면 배둔로 80,597,229,회화면장,055-670-5505,128.3732179,35.06046437
경상남도,고성군,경로당,초선경로당,경상남도 고성군 마암면 옥천로 233,91,35,,,128.33829675,35.05473396
경상남도,고성군,관공서,마암면사무소,경상남도 고성군 마암면 옥천로 254,250,96,마암면장,055-670-5554,128.33661144,35.0560507
경상남도,고성군,경로당,장기경로당,경상남도 고성군 동해면 장기3길 145,52,10,,055-670-5612,128.42373591,35.04214545
경상남도,고성군,관공서,동해면복지회관,경상남도 고성군 동해면 장기3길 87,282,85,동해면장,055-670-5604,128.42113505,35.04147476
경상남도,고성군,학교,동해초등학교,경상남도 고성군 동해면 동해로 1585,771,296,동해초등학교장,055-672-5045,128.44436285,35.04603976
경상남도,고성군,학교,거류초등학교,경상남도 고성군 거류면 거류로 693-14 ,890,342,거류초등학교장,055-673-8017,128.4042875,34.99345272
경상남도,고성군,학교,고성동중학교,경상남도 고성군 거류면 당동1길 59-14 ,761,292,고성동중학교장,055-672-1095,128.40119288,34.98735806
경상남도,거창군,마을회관,농산마을회관,경상남도 거창군 북상면 강선대길 26,69,26,이성기,,127.8065853,35.77302219
경상남도,거창군,마을회관,내계마을회관,경상남도 거창군 북상면 달맞이길 62,99,38,정원균,,127.74120571,35.76034747
경상남도,거창군,마을회관,월성마을회관,경상남도 거창군 북상면 덕유월성로 1433-4 ,99,38,조수범,,127.74247199,35.76431999
경상남도,거창군,마을회관,황점마을회관,경상남도 거창군 북상면 황점길 17,59,22,장금록,,127.71930634,35.77066979
경상남도,거창군,마을회관,개삼마을회관,경상남도 거창군 북상면 송계로 1328,60,23,허용도,,127.80821559,35.826758
경상남도,남해군,학교,지족초등학교 다목적실,경상남도 남해군 삼동면 동부대로1858번길 4,2195,844,박양일,055-867-0042,128.00069688,34.82982645
경상남도,남해군,마을회관,지족3리마을회관,경상남도 남해군 삼동면 동부대로1876번나길 27,207,79,홍장호,,128.00187142,34.83033309
경상남도,남해군,기타시설,삼동복지회관 대강당,경상남도 남해군 삼동면 동부대로 1830,866,333,055-860-8162,,128.0023592,34.83004025
경상남도,남해군,마을회관,동천마을회관,경상남도 남해군 삼동면 동부대로1340번길 59,199,76,김상곤,,128.04062536,34.8093488
경상남도,남해군,마을회관,물건마을회관,경상남도 남해군 삼동면 동부대로1030번안길 52,280,107,이태영,,128.04730966,34.7966261
경상남도,남해군,마을회관,초전마을회관,경상남도 남해군 미조면 동부대로14번길 9,358,137,김용태,,128.03289005,34.7290535
경상남도,남해군,마을회관,송남마을회관,경상남도 남해군 미조면 미송로483번길 30,169,20,서석범,,128.02542512,34.72058431
경상남도,남해군,학교,미조초등학교 다목적실,경상남도 남해군 미조면 미송로2번길 8,3083,1185,송장섭,055-867-6507,128.04146345,34.71564183
경상남도,남해군,마을회관,사항마을회관,경상남도 남해군 미조면 미조로236번길 37,331,127,김정태,,128.04736825,34.71206433
경상남도,남해군,기타시설,미조면복지회관 대회의실,경상남도 남해군 미조면 미송로 55,966,371,055-860-8212,055-860-8212,128.04623655,34.7122933
경상남도,남해군,학교,남명초등학교 강당,경상남도 남해군 남면 남서대로748번길 7,3478,1337,김선자,055-863-5882,127.88915163,34.77218319
경상남도,남해군,마을회관,두곡마을회관,경상남도 남해군 남면 두양로 36,204,78,최길세,,127.90334553,34.77149808
경상남도,남해군,기타시설,남면복지회관,경상남도 남해군 남면 남서대로 778-10 ,425,163,055-860-8262,0,127.88738418,34.77180906
경상남도,남해군,마을회관,임포마을회관,경상남도 남해군 남면 남면로 1360,203,78,임창규,,127.86757524,34.74588905
경상남도,남해군,마을회관,덕월마을회관,경상남도 남해군 남면 남서대로1180번길 14,214,82,김석윤,,127.85731971,34.78320381
경상남도,남해군,마을회관,대정마을회관,경상남도 남해군 서면 스포츠로470번길 7,198,76,박춘환,,127.8593601,34.81529226
경상남도,남해군,학교,성명초등학교 다목적강당,경상남도 남해군 서면 남서대로 1630,3362,1293,이성림,055-863-5881,127.83795609,34.80822881
경상남도,남해군,마을회관,서상마을회관,경상남도 남해군 서면 스포츠로686번길 8,240,92,최월휴,010-3571-3652,127.83716884,34.81006073
경상남도,남해군,기타시설,서면종합복지회관,경상남도 남해군 서면 스포츠로 670,1306,396,서면장,,127.83987867,34.81009425
경상남도,함양군,학교,백전초등학교,경상남도 함양군 백전면 구산대안로 12-2 ,163,62,,055-962-8175,127.63486239,35.55242954
제주특별자치도,제주시,경로당,남광경로당,제주특별자치도 제주시 남광로2길 7-10 (이도이동),196,59,노인회장,,126.53864501,33.49227045
제주특별자치도,제주시,학교,중앙초등학교,제주특별자치도 제주시 서사로18길 40(삼도일동),2113,640,중앙초등학교장,064-729-3800,126.51573348,33.50281952
제주특별자치도,제주시,경로당,삼도1동경로당,제주특별자치도 제주시 전농로1길 50(삼도일동),181,54,노인회장,,126.51719778,33.50800841
제주특별자치도,제주시,경로당,무근성경로당,제주특별자치도 제주시 무근성1길 9(삼도이동),315,95,노인회장,,126.51883037,33.51485153
제주특별자치도,제주시,학교,사라봉다목적체육관,제주특별자치도 제주시 동문로 169(건입동),2809,851,체육진흥과장,,126.54577376,33.51384884
제주특별자치도,제주시,경로당,산지경로당,제주특별자치도 제주시 산지로 21-1 (건입동),195,59,건입동장,,126.52953188,33.51503307
제주특별자치도,제주시,마을회관,동한두기마을회관,제주특별자치도 제주시 동한두기길 3-9 (용담일동),199,59,동한두기마을회장,,126.51590809,33.5147869
제주특별자치도,제주시,학교,서초등학교,제주특별자치도 제주시 성화로6길 51(용담이동),2082,630,서초등학교장,064-720-7300,126.51076711,33.51191757
제주특별자치도,제주시,마을회관,월성마을회관,제주특별자치도 제주시 월성로 30(용담이동),200,60,월성마을회장,,126.50500853,33.5015513
제주특별자치도,제주시,학교,오현고체육관,제주특별자치도 제주시 일주동로 101(화북일동),2210,669,오현고교장,064-755-4260,126.55595555,33.51762294
제주특별자치도,제주시,학교,삼양초등학교,제주특별자치도 제주시 지석14길 7(삼양이동),2345,710,삼양초등학교장,064-729-6800,126.58655975,33.52033029
경상남도,합천군,기타시설,가야면복지회관,경상남도 합천군 가야면 가야시장로 95,337,129,이주경,055-930-3288,128.13881876,35.76316955
경상남도,합천군,기타시설,야로면복지회관,경상남도 합천군 야로면 향교길 8,583,224,이주경,055-930-3288,128.16788323,35.70480681
경상남도,합천군,학교,야로초등학교,경상남도 합천군 야로면 미숭산로 89,880,338,학교장,055-932-6541,128.17761662,35.71154458
경상남도,합천군,기타시설,봉산면복지회관,경상남도 합천군 봉산면 서부로 4289,429,165,이주경,055-930-3288,128.04009786,35.62384047
경상남도,합천군,"연수,숙박",초원장여관,경상남도 합천군 합천읍 대야로 805,833,96,,,128.1605842,35.56054535
경상남도,합천군,"연수,숙박",M모텔,경상남도 합천군 합천읍 중앙로 76-9 ,323,68,,,128.15914456,35.56750338
