업체명,품목명,주소,대표전화번호,시도명,시군구명,경도,위도
서서천농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 비인면 비인로 199-1,041-952-8101,충청남도,서천군,126.6004576,36.1418774
서서천농협 하나로마트 서면점,식료품 및 생필품 등,충청남도 서천군 서면 서인로 754,041-951-8108,충청남도,서천군,126.548758,36.15224587
청양농협 하나로마트,"생필품, 식음료 등",충청남도 청양군 청양읍 문화예술로 72,041-943-9288,충청남도,청양군,126.7983373,36.44593517
홍성 농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 조양로 151,041-630-4000,충청남도,홍성군,126.6663947,36.6020465
홍성 축협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 내포로 139,041-631-8100,충청남도,홍성군,126.6547879,36.59448146
그랜드마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 조양로 18,041-633-6420,충청남도,홍성군,126.6579043,36.59679006
예산농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 벚꽃로 139-22,041-335-1100,충청남도,예산군,126.8341416,36.69399745
예산축협 하나로마트 신읍내점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 천변로202,041-332-7810,충청남도,예산군,126.8510846,36.67887376
무지개마트신례원점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 신례원로 230,041-335-9220,충청남도,예산군,126.8472734,36.72837249
삽교농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 삽교읍 삽교로107,041-337-2080,충청남도,예산군,126.7406332,36.68617675
신양농협 하나로마트 산정점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대술면 차동로 1003,041-332-7085,충청남도,예산군,126.8815526,36.6466437
신양농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 신양면 청신로 373,041-333-7080,충청남도,예산군,126.8677884,36.6024372
광시농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 광시면 예당로 149,041-332-1080,충청남도,예산군,126.7749354,36.54782075
예산농협 하나로마트 대흥점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대흥면 중리길 45,041-332-0080,충청남도,예산군,126.790402,36.60648508
예산농협 하나로마트 대률점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대흥면 형제고개로 492-2,041-334-5080,충청남도,예산군,126.8407912,36.63977316
삽교농협 하나로마트 응봉점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 응봉면 응봉로 152,041-333-0080,충청남도,예산군,126.7646096,36.6597183
덕산농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 덕산면 예덕로 3,041-337-4082,충청남도,예산군,126.6689646,36.70449439
덕산농협 하나로마트나 박소점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 덕산면 수덕사로 659,041-337-6080,충청남도,예산군,126.6063255,36.64158303
고덕농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 고덕면 황금뜰로 220,041-337-8040,충청남도,예산군,126.704837,36.74567082
신암농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 신암면 추사로 109,041-332-9080,충청남도,예산군,126.8259027,36.7355551
오가농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 오가면 오가중앙로 80,041-332-8080,충청남도,예산군,126.7983348,36.68741433
진흥할인마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 태안읍 군청10길 12,041-674-4414,충청남도,태안군,126.2972711,36.74666412
소원농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 소원면 신덕길 18-1,041-672-5902,충청남도,태안군,126.1961783,36.7588773
원북농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 원북면 상리길 7,041-672-3406,충청남도,태안군,126.2574332,36.82324708
근흥농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 근흥면 근흥로 700,041-673-9045,충청남도,태안군,126.2297381,36.71519288
안면농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충남 태안군 안면읍 장터로 136-2,041-673-4093,충청남도,태안군,0,0
태안농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 태안읍 중앙로 170,041-673-9231,충청남도,태안군,126.3063172,36.74917711
우성정마트,"쌀, 부식류, 생수, 생필품 등",전라북도 전주시 덕진구 벚꽃로 57,063-253-2117,전라북도,전주시,127.1357465,35.82971516
Y식자재마트 우성아파트 상가 지하1층,"쌀, 부식류, 생수, 생필품 등",전라북도 전주시 완산구 중화산로 55,063-226-6297,전라북도,전주시,127.117954,35.81518256
두별마트,"생수, 쌀, 부식 등",전라북도 군산시 양안로 137,063-453-4989,전라북도,군산시,126.7435697,35.97463126
우리마트,"생수, 쌀, 부식 등",전라북도 군산시 오룡로 62-1,063-471-5000,전라북도,군산시,126.7105448,35.98254792
롯데마트 익산점,"생필품, 식료품 등",전라북도 익산시 무왕로 1053,063-830-2520,전라북도,익산시,126.9741273,35.95905617
이마트 익산점,"생필품, 식료품 등",전라북도 익산시 평동로 705,063-860-1051,전라북도,익산시,126.9578628,35.93064982
남중하나마트,"생필품, 식료품 등",전라북도 익산시 선화로 225,063-855-2930,전라북도,익산시,126.9552073,35.94562274
엉터리마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 정읍시 충정로 51,063-532-7773,전라북도,정읍시,126.8698758,35.55845307
마트짱,생필품류,전라북도 남원시 시청로 37-1(향교동),063-625-4200,전라북도,남원시,127.39077,35.41389266
(유)신화,주식류(쌀),전라북도 김제시 순동 황산로 38,063-547-4022,전라북도,김제시,126.9330277,35.81432222
만경공장,주식류(쌀),전라북도 김제시 만경읍 몽포길 52-6,063-542-5006,전라북도,김제시,126.8056208,35.87103927
부량공장,주식류(쌀),전라북도 김제시 부량면 고잔길 46,063-546-9130,전라북도,김제시,126.8244059,35.71684355
청운주유소,유류(석유),전라북도 김제시 용지면 콩쥐팥쥐로 717,063-546-8251,전라북도,김제시,126.9792567,35.81531561
참고을 김제점,"부식류(된장, 간장, 고추장)",전라북도 김제시 순동산단1길 28-17,063-547-6941,전라북도,김제시,126.92349,35.81971887
장터마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 완주군 봉동읍 낙평장기로 58,063-263-4939,전라북도,완주군,127.1632223,35.93696257
하나로마트 진안농협 본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 진안군 진안읍 진무로 1150,063-430-3650,전라북도,진안군,127.4331101,35.79425622
킹할인마트,부식류,전라북도 무주군 안성면 안성로 261,063-323-1185,전라북도,무주군,127.6529306,35.86496367
풀마트,"부식류, 세면도구, 생필품류",전라북도 무주군 무주읍 단천로 104,063-324-3773,전라북도,무주군,127.6622903,36.00731663
무주농협 무주지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 무주읍 당산강변로 196,063-322-1343,전라북도,무주군,127.6625241,36.00469686
구천동농협 구천지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 설천면 구천동1로 15,063-324-4602,전라북도,무주군,127.7794002,35.90556128
구천동농협 무풍지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 무풍면 현내로 183,063-324-4410,전라북도,무주군,127.8459184,35.96962295
무주농협 부남지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 부남면부남로 866-2,063-322-0046,전라북도,무주군,127.5594139,35.97238054
구천동농협 설천본점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 설천면 삼도봉로 6,063-324-2501,전라북도,무주군,127.7879014,36.00933686
무주농협 적상지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 적상면 적상산로 48,063-324-5509,전라북도,무주군,127.6599302,35.94500054
무주농협 안성지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 안성면 안성로 280,063-323-2401,전라북도,무주군,127.6543817,35.86605888
반딧불마트,"부식류, 생필품류",전라북도 무주군 무주읍 주계로 32,063-322-5258,전라북도,무주군,127.6537201,36.00497605
유할인마트,"생수, 부식류",전라북도 무주군 안성면 안성로 290-1,063-323-0059,전라북도,무주군,127.6548569,35.86712218
킹할인마트,"생수, 부식류",전라북도 무주군 안성면 안성로 261,063-323-1185,전라북도,무주군,127.6529306,35.86496367
GS무주설천점,"세면도구, 생필품류",전라북도 무주군 설천면 무설로 1587,063-324-8111,전라북도,무주군,127.7874639,36.00929476
무주쌍방울점,속옷류,전라북도 무주군 무주읍 주계로 87-2,063-322-9586,전라북도,무주군,127.6597977,36.00641779
다사랑약국,의약품류,전라북도 무주군 안성면 안성로 295,063-323-0401,전라북도,무주군,127.6546965,35.86773049
설천약국,의약품류,전라북도 무주군 설천면 무설로 1588,063-324-9797,전라북도,무주군,127.787243,36.00916256
장약국,의약품류,전라북도 무주군 무주읍 단천로 99,063-322-2243,전라북도,무주군,127.6622413,36.00801921
무주천막사,천막,전라북도 무주군 무주읍 주계로 83,063-322-3317,전라북도,무주군,127.6593862,36.00638374
농협 하나로 마트,"식료품, 생필품, 생수, 쌀 등",전라북도 장수군 장수읍 장천로 201,063-351-5169,전라북도,장수군,127.5186833,35.65022482
정마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 임실군 임실읍 운수로 33,063-643-0777,전라북도,임실군,127.2844053,35.61447113
순창농협하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 순창군 순창읍 장류로 388,063-652-9961,전라북도,순창군,127.1446964,35.37585636
공무원연금매점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 순창군 순창읍 경천로 33,063-650-1982,전라북도,순창군,127.1373695,35.37445478
고창농협 하나로마트,식품 및 생필품,전라북도 고창군 고창읍 성산로 22,063-560-5707,전라북도,고창군,126.6945758,35.43794455
고창농협 고수지점,식품 및 생필품,전라북도 고창군 고수면 황산리 263-1,063-560-3463,전라북도,고창군,126.6788631,35.40881121
선운산농협 아산지점 하나로마트,식품 및 생필품,전북 고창군 아산면 녹두로 792 농협하나로마트,063-562-5007,전라북도,고창군,0,0
대성농협 성송지점,식품 및 생필품,전라북도 고창군 성송면 대성로 793,063-563-1023,전라북도,고창군,126.6465951,35.36633473
대성할인마트,식품 및 생필품,전라북도 고창군 무장면 무장읍성길 13-4,063-563-3115,전라북도,고창군,126.5599006,35.41536067
대산OK할인마트,식품 및 생필품,전라북도 고창군 대산면 대성로 233,063-564-3133,전라북도,고창군,126.5998662,35.33884451
해리농협 상하지점,식품 및 생필품,전라북도 고창군 상하면 상하로 58,063-563-0688,전라북도,고창군,126.492312,35.44332876
고창농협 부안지점,식품 및 생필품,전라북도 고창군 부안면 인촌로 1250,063-562-2078,전라북도,고창군,126.6739163,35.51393304
해리농협 심원지점,식품 및 생필품,전라북도 고창군 심원면 심원로 199,063-563-5006,전라북도,고창군,126.5498894,35.52377727
흥덕농협 하나로마트,식품 및 생필품,전라북도 고창군 흥덕면 흥덕초등길 3,063-562-6323,전라북도,고창군,126.7006764,35.52017119
흥덕농협 성내지점,식품 및 생필품,전라북도 고창군 성내면 시기1길 57,063-560-1871,전라북도,고창군,126.7414159,35.54012468
흥덕농협 신림지점,식품 및 생필품,전라북도 고창군 신림면 신림로 160,063-562-4238,전라북도,고창군,126.7150048,35.48851224
선운산농협 공음지점,식품 및 생필품,전라북도 고창군 공음면 공음길 53,063-562-7889,전라북도,고창군,126.513247,35.37854678
하나로마트 부안농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 부안군 부안읍 번영로 140,063-581-1023,전라북도,부안군,126.7357005,35.72568424
OK슈퍼,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 목포시 양을로 200-1(용당동),061-272-5633,전라남도,목포시,126.3919805,34.81094901
행복플러스마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 여수시 시청로 34(학동),061-685-2040,전라남도,여수시,127.6633257,34.76474444
OK마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 순천시 중앙2길 30,061-742-4104,전라남도,순천시,127.4886924,34.9492822
이루도매센터,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 나주시 나주로 41-20(송월동),061-333-2418,전라남도,나주시,126.7151442,35.02456651
하나로마트 나주농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 나주시 나주로 101(금성동),061-330-6521,전라남도,나주시,126.7170969,35.02796467
유아메디신,응급의약품,"전라남도 나주시 나주로 159(중앙동, 2층)",061-333-8230,전라남도,나주시,126.718438,35.03246583
하나로마트 광양농협로컬푸드직매장본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 광양시 광양읍 신재로 10,061-760-2275,전라남도,광양시,127.5897067,34.97205957
하나로마트 동광양농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 광양시 중동로 32(중동),061-791-0700,전라남도,광양시,127.6929081,34.94066093
하나로마트 담양농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 담양군 담양읍 죽향문화로 60,061-383-6669,전라남도,담양군,126.9757841,35.31256781
롯데슈퍼(전남곡성가맹점),"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 곡성군 곡성읍 군청로 47,061-363-2273,전라남도,곡성군,127.2909023,35.28149959
구례이마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 구례군 구례읍 중앙로 22,061-780-4959,전라남도,구례군,127.4681961,35.20740938
하나로마트 구례축협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 구례군 구례읍 봉동길 9,061-782-2211,전라남도,구례군,127.4687463,35.2099704
하나로마트 고흥농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 여산당촌길 43,061-833-8005,전라남도,고흥군,127.2783699,34.60727768
하나로마트 녹동농협,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 도양읍 우주항공로 21,061-840-7743,전라남도,고흥군,127.1404816,34.52577333
고흥이마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 봉동주공길 18,061-834-2377,전라남도,고흥군,127.2889258,34.60659248
뉴고흥마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 시장천변길 29-16,061-835-8240,전라남도,고흥군,127.2865226,34.60782338
보성마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 보성군 보성읍 우산길 3,061-853-0104,전라남도,보성군,127.0828439,34.76549786
하나로마트 화순농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 화순군 화순읍 쌍충로 74,061-379-1500,전라남도,화순군,126.9822247,35.05876661
LD마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전남 장흥군 장흥읍 동교2길 11,061-864-5511,전남,장흥군,126.9064988,34.677953
강진농협 파머스마켓,생필품류,전라남도 강진군 강진읍 보은로 152,061-433-8422,전라남도,강진군,126.7749033,34.63820196
하나로마트 해남농협점,생필품류,전라남도 해남군 해남읍 남부순환로 86,061-536-3774,전라남도,해남군,126.6023284,34.56608539
명지마트,생필품류,전라남도 해남군 해남읍 교육청길 16-10,061-535-5454,전라남도,해남군,126.6076332,34.56902232
하나로마트 영암농협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 영암군 영암읍 낭주로 132,061-470-8882,전라남도,영암군,126.7026635,34.80035014
하나로마트 영암축협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 영암군 영암읍 월출로 6,061-470-1541,전라남도,영암군,126.6860173,34.79483966
하나로마트 무안농협본점,"부식류, 생필품 등",전라남도 무안군 무안읍 면성2길 28,061-454-0880,전라남도,무안군,126.4777194,34.9910176
뉴빅마트,"생수, 부탄가스 등",전라남도 무안군 무안읍 무안로 511,061-453-4636,전라남도,무안군,126.4791338,34.9890284
맘마트,"쌀, 부식류 등",전라남도 무안군 무안읍 불무로 19,061-452-8500,전라남도,무안군,126.4740205,34.98642591
하나로마트 함평농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 함평군 함평읍 내바람길 42,061-323-2712,전라남도,함평군,126.5210514,35.06253951
나비마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 함평군 함평읍 광남길 69-3,061-324-9960,전라남도,함평군,126.5193134,35.06414085
파머스마켓,부식류,전라남도 영광군 영광읍 옥당로 151,061-353-0166,전라남도,영광군,126.5007393,35.27542096
마트넷할인마트,"생수, 부식류, 부탄가스 등",전라남도 영광군 영광읍 중앙로 168,061-352-5993,전라남도,영광군,126.5121588,35.27388931
영광축협하나로마트클럽,"주방용품, 생필품 등",전라남도 영광군 영광읍 신남로4길 18,061-353-7990,전라남도,영광군,126.5028138,35.27468446
장성농협하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 장성군 장성읍 청운2길 7,061-393-9998,전라남도,장성군,126.7826736,35.30152999
장보고마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 완도군 완도읍 장보고대로 170,061-554-0034,전라남도,완도군,126.7456295,34.31985068
하나로마트 진도농협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 진도군 진도읍 남동1리 40-13,061-544-4237,전라남도,진도군,126.2756525,34.47324729
하나로마트 압해농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 신안군 압해읍 압해로 871-4,061-271-0515,전라남도,신안군,126.3134575,34.86465966
영마트(구룡포점),생활용품,경상북도 포항시 남구 구룡포읍 구룡포리 459-20,054-276-8350,경상북도,포항시,129.5563302,35.9921943
에브리데이연일 식자재마트,생활용품,경상북도 포항시 남구 연일읍 연일중앙로 42,054-286-5100,경상북도,포항시,129.3484876,35.99683071
오천농협하나로마트,생활용품,경상북도 포항시 남구 오천읍 정몽주로 493,054-293-8980,경상북도,포항시,129.4137021,35.96293892
대송프라자,생활용품,경상북도 포항시 남구 대송면 제내길 29,054-285-9191,경상북도,포항시,129.3632862,35.98364415
빅마트(약전점),생활용품,경상북도 포항시 남구 동해면 일월로 119,054-272-0050,경상북도,포항시,129.446122,35.98819584
올마트,생활용품,경상북도 포항시 남구 동해면 일월로 89,054-291-0101,경상북도,포항시,129.4432414,35.98880607
보경할인마트,생활용품,경상북도 포항시 남구 장기면 장기로 11,054-286-0582,경상북도,포항시,129.5156155,35.87744372
하나마트,생활용품,경상북도 포항시 남구 호미곶면 해맞이로 169,054-285-0111,경상북도,포항시,129.5624225,36.07735698
홈마트,생활용품,경상북도 포항시 남구 상공로 51-1,054-275-3181,경상북도,포항시,129.3569665,36.01329851
SP플러스(신풍마트),생활용품,경상북도 포항시 남구 중앙로 122번길 34,054-283-9490,경상북도,포항시,129.3721412,36.02427832
송도할인마트,생활용품,경상북도 포항시 남구 송림로 13(송도동),054-277-9242,경상북도,포항시,129.3757616,36.03094673
콜마트(청림점),생활용품,경상북도 포항시 남구 정몽주로 878,054-292-8066,경상북도,포항시,129.405148,35.99351455
이마트포항점,생활용품,경상북도 포항시 남구 냉천로 10,054-223-1264,경상북도,포항시,129.39763,35.99247528
R-마트,생활용품,경상북도 포항시 남구 효자동길 3,054-282-2678,경상북도,포항시,129.3298122,36.00783102
콜마트(대이점),생활용품,경상북도 포항시 남구 대이로 55-1,054-272-9002,경상북도,포항시,129.3408314,36.02016366
우리홈마트,생활용품,경상북도 포항시 북구 흥해읍 중성로32번길 9,054-262-1944,경상북도,포항시,129.3469667,36.10776427
신포항농협 신광지점 하나로마트,생활용품,경상북도 포항시 북구 신광면 토성길 42,054-243-7993,경상북도,포항시,129.2630096,36.12826194
신포항농협 하나로마트,생활용품,경상북도 포항시 북구 청하면 청하로 203,054-232-4172,경상북도,포항시,129.3388903,36.19749887
킴스마트,생활용품,경상북도 포항시 북구 기계면 협동길 8,054-241-6979,경상북도,포항시,129.2087722,36.07105501
서포항농협하나로마트 죽장점,생활용품,경상북도 포항시 북구 죽장면 새마을로 3604,054-242-3444,경상북도,포항시,129.0947653,36.1601896
서포항농협 기북지점 하나로마트,생활용품,경상북도 포항시 북구 기북면 용기길 1,054-240-0680,경상북도,포항시,129.1664753,36.12893806
한스마트,생활용품,경상북도 포항시 북구 대신로36번길 6,054-247-2022,경상북도,포항시,129.3685552,36.04715148
동아마트,생활용품,경상북도 포항시 북구 양학로 136,054-282-5232,경상북도,포항시,129.3429457,36.03354043
콜마트 ,생활용품,경상북도 포항시 북구 죽도로 28,054-283-0332,경상북도,포항시,129.3636641,36.03399044
우리마트,생활용품,경상북도 포항시 북구 대안길 65,054-231-5557,경상북도,포항시,129.3505806,36.04169943
월드마트,생활용품,경상북도 포항시 북구 우창로 10,054-256-1237,경상북도,포항시,129.3592872,36.0547472
GS수퍼마켓,생활용품,경상북도 포항시 북구 용두산길 3,054-251-4563,경상북도,포항시,129.3826109,36.06413433
리플러스마트 양덕점,생활용품,경상북도 포항시 북구 법원로 140번길 23,054-231-6800,경상북도,포항시,129.3886362,36.08692565
GS THE FRESH,생활용품,경상북도 포항시 북구 삼호로 422,054-251-9080,경상북도,포항시,129.3945769,36.06878375
총각네식자재마트,생필품 등,경상북도 경주시 원지길12번길 37,054-776-9199,경상북도,경주시,129.2197032,35.86554918
하나로마트김천농협점,생필품 등,경상북도 김천시 자산로 147,054-420-2200,경상북도,김천시,128.1173993,36.12401077
롯데마트김천점,생필품 등,경상북도 김천시 시청로 80,054-429-0800,경상북도,김천시,128.1177937,36.13597055
북문시장마트,식료품류,경상북도 안동시 퇴계로 140,054-857-1216,경상북도,안동시,128.7319063,36.56957869
한국종합주방,식기류,경상북도 안동시 광명로 143,054-852-5480,경상북도,안동시,128.6996747,36.56107572
㈜창성공조기계,난방열기기,경상북도 안동시 제비원로 140,054-853-3600,경상북도,안동시,128.7210133,36.56462522
명륜주유소,석유류,경상북도 안동시 퇴계로 134,054-859-8251,경상북도,안동시,128.7317745,36.56899918
경북천막사,천막,경상북도 안동시 대안로 110,054-855-2324,경상북도,안동시,128.7248052,36.56519103
중앙침구사,모포(이불),경상북도 안동시 중앙시장 4길26-37,054-853-6878,경상북도,안동시,128.7238795,36.56477418
삼성의류총판,의료,경상북도 안동시 중앙시장 4길26-41,054-855-1644,경상북도,안동시,128.7240727,36.56476797
파머스마켓,"생필품, 공산품",경상북도 구미시 산업로 310,054-456-7911,경상북도,구미시,128.3537348,36.12220696
이마트구미지점,"생필품, 공산품",경상북도 구미시 구미대로 256,054-467-1052,경상북도,구미시,128.3648927,36.10947359
파머스마켓,개별구호품,경상북도 영주시 구성로 25,054-639-3300,경상북도,영주시,128.6315629,36.79581867
삼양천막사,천막,경상북도 영주시 원당로 363,054-634-2978,경상북도,영주시,128.645151,36.83754601
영천농업협동조합,취사도구 등,경상북도 영천시 완산로 48,054-334-3831,경상북도,영천시,128.9392931,35.96435867
신세계이마트영천점,취사도구 등,경상북도 영천시 최무선로 83,054-330-1200,경상북도,영천시,128.9099879,35.9584334
대경할인유통,취사도구 등,경상북도 영천시 동문길 30,054-333-7373,경상북도,영천시,128.9319116,35.96960139
소원약국,응급의약품,경상북도 영천시 호국로 93,054-332-7003,경상북도,영천시,128.9474976,35.97502046
하나로마트,생필품 등,경상북도 상주시 왕산로 85,054-533-8899,경상북도,상주시,128.1615394,36.40914908
새마을슈퍼,생필품 등,경상북도 문경시 중앙로 59,054-553-1222,경상북도,문경시,128.1956972,36.59130034
유한약국,응급의약품,경상북도 문경시 점촌로 23,054-556-6666,경상북도,문경시,128.2001157,36.59690339
이마트,생필품 등,경상북도 경산시 옥산로227,053-940-1051,경상북도,경산시,128.7200873,35.83491113
홍마트,생필품 등,경상북도 경산시 원효로 36길 49,053-818-4384,경상북도,경산시,128.7540558,35.81556504
파워식자재마트,"쌀, 부식류, 생필품 등",경상북도 군위군 군위읍 군청로 75,054-382-1237,경상북도,군위군,128.5688637,36.23091364
K마트,"쌀, 부식류, 생필품 등",경상북도 군위군 군위읍 중앙길 142,054-382-0440,경상북도,군위군,128.5687697,36.24079989
농협하나로클럽,"쌀, 부식류, 생필품 등",경상북도 군위군 효령면 경북대로 2185,054-380-5500,경상북도,군위군,128.5712992,36.11898189
의성농협하나로마트,"식품, 생필품 등",경상북도 의성군 의성읍 중앙길 6,054-830-2532,경상북도,의성군,128.6992036,36.34482968
안계농협하나로마트,"식품, 생필품 등",경상북도 의성군 안계면 안계길 124,054-861-0378,경상북도,의성군,128.4391348,36.38394146
단북농협하나로마트,"식품, 생필품 등",경상북도 의성군 단북면 이연리 743,054-861-0009,경상북도,의성군,128.404474,36.38815761
청송홈마트,생필품,경상북도 청송군 청송읍 시장길 3,054-873-1231,경상북도,청송군,129.0531455,36.43473423
주왕양국,의약품,경상북도 청송군 청송읍 금월로 267,054-874-8089,경상북도,청송군,129.0560717,36.43286186
홈마트,생필품 등,경상북도 영양군 영양읍 중앙로 100,054-680-6901,경상북도,영양군,129.1134859,36.662295
에이스마트,생필품 등,경상북도 영덕군 영덕읍 도매샛길 39,054-733-8540,경상북도,영덕군,129.3724698,36.41304097
경북천막사,천막,경상북도 청도군 청도읍 중앙로 30,054-373-6631,경상북도,청도군,128.7473343,35.64389649
청도의료기,응급의약품,경상북도 청도군 청도읍 고수구길 12-1,054-373-6370,경상북도,청도군,128.7361215,35.64711178
청도축협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 청도읍 고수서4길1,054-373-5005,경상북도,청도군,128.7428919,35.64351336
산서농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 풍각면 헐티로 229,054-371-1768,경상북도,청도군,128.6161473,35.64073818
산동농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 금천면 금천로 35,054-372-3663,경상북도,청도군,128.8916984,35.69192059
대백마트,"식료품, 생필품 등",경상북도 고령군 대가야읍 우륵로 16-1,054-954-9800,경상북도,고령군,128.2696032,35.73126803
드림마트,"식료품, 생필품 등",경상북도 고령군 다산면 상곡2길 7,054-956-6565,경상북도,고령군,128.4488662,35.82355089
이마트에브리데이,"쌀, 부식류, 생필품 등 개별구호물품",성주군 성주읍 성주로 3246,054-931-9710,성주군,성주읍,128.2888145,35.91740155
성주농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",성주군 성주읍 성주읍3길 28,054-933-1172,성주군,성주읍,128.288211,35.9200509
농협하나로마트남부지점,생필품 등,경상북도 칠곡군 왜관읍 중앙로 143,054-970-6582,경상북도,칠곡군,128.3984401,35.98802032
예천농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 예천군 예천읍 시장로 53,054-652-0977,경상북도,예천군,128.4503365,36.65456805
풀마트봉화점,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 봉화군 봉화읍 봉화로 1133,054-673-6767,경상북도,봉화군,128.7340385,36.89155734
월변마트,생필품,경상북도 울진읍 울진중앙로 36,054-783-3343,경상북도,울진읍,129.3976879,36.98536782
경북약국,의약품,경상북도 울진읍 울진중앙로 123-2,054-783-8280,경상북도,울진읍,129.4010283,36.99258772
하나로마트,생필품 등,경상북도 울릉읍 봉래2길 26,054-791-0166,경상북도,울릉읍,130.9091235,37.49346893
