SPOT_NM,DO_NM,CTY_NM,ADRES
대신공원팔각정,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원팔각정,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
풍년공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1075
풍년공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1075
명심근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2316
명심근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2316
명심근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2316
꽃재근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1505
꽃재근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1505
꽃재근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1505
초정공원,충청북도,청주시청원구,충청북도 청주시청원구 853-11
초정공원,충청북도,청주시청원구,충청북도 청주시청원구 853-11
초정공원,충청북도,청주시청원구,충청북도 청주시청원구 853-11
범바위약수터,충청북도,충주시,충청북도 충주시 호암동 2
범바위약수터,충청북도,충주시,충청북도 충주시 호암동 2
범바위약수터,충청북도,충주시,충청북도 충주시 호암동 2
샘골약수터,충청북도,충주시,충청북도 충주시 안림동 72-4
샘골약수터,충청북도,충주시,충청북도 충주시 안림동 72-4
샘골약수터,충청북도,충주시,충청북도 충주시 안림동 72-4
탄금대약수터,충청북도,충주시,충청북도 충주시 칠금동 1-1
탄금대약수터,충청북도,충주시,충청북도 충주시 칠금동 1-1
탄금대약수터,충청북도,충주시,충청북도 충주시 칠금동 1-1
다릿재약수터,충청북도,충주시,충청북도 충주시 산척면 2-1
다릿재약수터,충청북도,충주시,충청북도 충주시 산척면 2-1
다릿재약수터,충청북도,충주시,충청북도 충주시 산척면 2-1
세계사약수터,충청북도,충주시,충청북도 충주시 수안보면 25
세계사약수터,충청북도,충주시,충청북도 충주시 수안보면 25
세계사약수터,충청북도,충주시,충청북도 충주시 수안보면 25
마즈막재약수터,충청북도,충주시,충청북도 충주시 종민동 6-1
우면정,서울특별시,서초구,서울특별시 서초구 서초동 150-15
염곡,서울특별시,서초구,서울특별시 서초구 염곡동 3-6
어둔골,서울특별시,서초구,서울특별시 서초구 원지동 23-1
암산,서울특별시,서초구,서울특별시 서초구 양재동 10
성산,서울특별시,서초구,서울특별시 서초구 방배동 92-1
서초(하),서울특별시,서초구,서울특별시 서초구 서초동 52
서초(상),서울특별시,서초구,서울특별시 서초구 서초동 52
방배응봉,서울특별시,서초구,서울특별시 서초구 방배동 43-6
구룡,서울특별시,서초구,서울특별시 서초구 염곡동 2-1
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
노원배드민턴,서울특별시,노원구,서울특별시 노원구 상계동 53
도암,서울특별시,노원구,서울특별시 노원구 상계동 84-26
동막골,서울특별시,노원구,서울특별시 노원구 상계동 155-1
호천,서울특별시,금천구,서울특별시 금천구 시흥동 91-1
감로수,서울특별시,금천구,서울특별시 금천구 시흥동 118
남서울,서울특별시,금천구,서울특별시 금천구 시흥동 6-8
두루봉,대전광역시,서구,대전광역시 서구 도마동 7
내원사,대전광역시,서구,대전광역시 서구 도마동 7-9
내원사,대전광역시,서구,대전광역시 서구 도마동 7-9
내원사,대전광역시,서구,대전광역시 서구 도마동 7-9
월평,대전광역시,서구,대전광역시 서구 월평동 36-5
월평,대전광역시,서구,대전광역시 서구 월평동 36-5
월평,대전광역시,서구,대전광역시 서구 월평동 36-5
서당골,대전광역시,서구,대전광역시 서구 정림동 2-1
서당골,대전광역시,서구,대전광역시 서구 정림동 2-1
서당골,대전광역시,서구,대전광역시 서구 정림동 2-1
구선천,대전광역시,서구,대전광역시 서구 도마동 27-1
구선천,대전광역시,서구,대전광역시 서구 도마동 27-1
구선천,대전광역시,서구,대전광역시 서구 도마동 27-1
쌍암,대전광역시,유성구,대전광역시 유성구 교촌동 1-5
보덕,대전광역시,유성구,대전광역시 유성구 송강동 280
왕가봉,대전광역시,유성구,대전광역시 유성구 노은동 312-11
산장산,대전광역시,유성구,대전광역시 유성구 원내동 716
화봉,대전광역시,유성구,대전광역시 유성구 전민동 369-1
계족산,대전광역시,대덕구,대전광역시 대덕구 법동 17
계족산,대전광역시,대덕구,대전광역시 대덕구 법동 17
계족산,대전광역시,대덕구,대전광역시 대덕구 법동 17
쌍옷샘(상),대전광역시,대덕구,대전광역시 대덕구 법동 14-1
쌍옷샘(상),대전광역시,대덕구,대전광역시 대덕구 법동 14-1
무지개약수,경기도,동두천시,경기도 동두천시 안흥동 71
신선약수,경기도,동두천시,경기도 동두천시 안흥동 70
보은약수,경기도,동두천시,경기도 동두천시 안흥동 70
보문사약수,경기도,동두천시,경기도 동두천시 생연동 15-5
상패7통약수,경기도,동두천시,경기도 동두천시 상패동 144
만수약수,경기도,동두천시,경기도 동두천시 상패동 36
월문리약수터,충청북도,괴산군,충청북도 괴산군 청천면 34-2
월문리약수터,충청북도,괴산군,충청북도 괴산군 청천면 34-2
찬새미약수터,충청북도,괴산군,충청북도 괴산군 소수면 64-1
북한산공원용천수(수유),서울특별시,강북구,서울특별시 강북구 수유동 
정이(상),서울특별시,강북구,서울특별시 강북구 번동 17
오동샘,서울특별시,강북구,서울특별시 강북구 번동 16
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
창골,서울특별시,도봉구,서울특별시 도봉구 창동 381
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
창골,서울특별시,도봉구,서울특별시 도봉구 창동 381
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
세심천(방학),서울특별시,도봉구,서울특별시 도봉구 방학동 90-14
창골,서울특별시,도봉구,서울특별시 도봉구 창동 381
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
초헌(중),서울특별시,도봉구,서울특별시 도봉구 창동 197-6
원당샘,서울특별시,도봉구,서울특별시 도봉구 방학동 547
북한산공원산정,서울특별시,도봉구,서울특별시 도봉구 도봉동 
북한산공원쌍줄기,서울특별시,도봉구,서울특별시 도봉구 도봉동 
북한산공원제8휴식처,서울특별시,도봉구,서울특별시 도봉구 도봉동 
대도사,경기도,성남시분당구,경기도 성남시분당구 20-1
매화,경기도,성남시분당구,경기도 성남시분당구 195
무지개,경기도,성남시분당구,경기도 성남시분당구 217
한천,경기도,성남시분당구,경기도 성남시분당구 304-1
입석,경기도,의정부시,경기도 의정부시 가능동 21-1
청룡,경기도,의정부시,경기도 의정부시 금오동 31-1
기념비,경기도,의정부시,경기도 의정부시 자일동 92-3
본자일,경기도,의정부시,경기도 의정부시 자일동 48-3
무지랭이,경기도,의정부시,경기도 의정부시 낙양동 38-1
어룡,경기도,의정부시,경기도 의정부시 산곡동 10-1
매봉(도곡),서울특별시,강남구,서울특별시 강남구 도곡동 31-3
못골,서울특별시,강남구,서울특별시 강남구 자곡동 39-10
칠사산,경기도,광주시,경기도 광주시 송정동 10
북문,경기도,광주시,경기도 광주시 695
남문,경기도,광주시,경기도 광주시 남한산성면 산성리1098
숭열전입구,경기도,광주시,경기도 광주시 남한산성면 산성리19
양벌,경기도,광주시,경기도 광주시 오포읍 89-4
국청사,경기도,광주시,경기도 광주시 남한산성면 산성리
비봉산(남),경기도,안성시,경기도 안성시 명륜동 1-1
비봉산(여),경기도,안성시,경기도 안성시 명륜동 1-1
마골,경기도,안성시,경기도 안성시 봉남동 48
가협,경기도,안성시,경기도 안성시 금광면 82
무상사약수터,경기도,안성시,경기도 안성시 서운면 송정리301-1
일장천,경기도,하남시,경기도 하남시 학암동 24-1
새일,경기도,파주시,경기도 파주시 파평면 덕천리86
은고개,경기도,하남시,경기도 하남시 상산곡동 189
하안약수터4,경기도,광명시,경기도 광명시 하안동 141-3
금당약수터1,경기도,광명시,경기도 광명시 하안동 991
금당약수터2,경기도,광명시,경기도 광명시 하안동 141-3
애기능약수터,경기도,광명시,경기도 광명시 141-12
참샘물약수터1,경기도,광명시,경기도 광명시 소하동 49-1
참샘물약수터2,경기도,광명시,경기도 광명시 소하동 49-1
영달말약수터,경기도,광명시,경기도 광명시 소하동 132-2
하이츠약수터,경기도,광명시,경기도 광명시 광명동 75
도덕약수터1,경기도,광명시,경기도 광명시 광명동 66-4
구름천연약수,경기도,광명시,경기도 광명시 141-11
구름산진달래,경기도,광명시,경기도 광명시 141-11
절골약수터,경기도,광명시,경기도 광명시 소하동 31
구름산새미,경기도,광명시,경기도 광명시 노온사동 
양묘장약수터,경기도,광명시,경기도 광명시 하안동 69-4
설월리약수터,경기도,광명시,경기도 광명시 소하동 58
영회원약수터,경기도,광명시,경기도 광명시 노온사동 141-11
